Employee Count,Employee ID,Department,Job Role,Gender,Age,Marital Status,Education,Education Field,Business Travel,Distance From Home (kms),Job Involvement,Job Level,Job Satisfaction,Monthly Income (USD),Salary Hike (%),Stock Option Level,Over Time,No. of Companies Worked,Total Working Years,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager,Environment Satisfaction,Training Times Last Year,Work Life Balance,Relationship Satisfaction,Attrition (Yes/No)
1,959,Sales,Sales Representative,Male,19,Single,Bachelor,Other,Travel_Rarely,21,Medium,1,Medium,2121,13,0,Yes,1,1,1,0,0,0,Very High,3,Bad,Medium,Yes
1,960,Research & Development,Laboratory Technician,Male,20,Single,Bachelor,Technical Degree,Travel_Rarely,4,High,1,Low,2973,14,0,No,1,1,1,0,0,0,Low,2,Better,Medium,Yes
1,961,Research & Development,Healthcare Representative,Female,31,Married,Bachelor,Medical,Travel_Rarely,12,High,2,Very High,5855,11,2,Yes,0,10,9,7,8,5,Very High,2,Bad,High,No
1,964,Research & Development,Research Scientist,Male,40,Divorced,Master,Medical,Travel_Frequently,9,High,1,Medium,3617,14,1,Yes,8,3,1,1,0,0,Very High,2,Better,Very High,No
1,966,Research & Development,Manufacturing Director,Female,32,Married,Master,Medical,Travel_Rarely,3,High,2,Low,6725,12,1,No,1,8,8,7,6,3,High,2,Best,High,No
1,967,Sales,Sales Executive,Male,36,Married,Below College,Life Sciences,Travel_Rarely,3,Medium,3,Very High,10325,11,1,Yes,1,16,16,7,3,7,High,6,Better,Low,Yes
1,969,Research & Development,Healthcare Representative,Female,33,Single,Bachelor,Life Sciences,Travel_Rarely,1,Medium,2,Very High,6949,14,0,No,0,6,5,0,1,4,Medium,3,Better,Low,No
1,970,Sales,Sales Executive,Male,37,Married,Master,Life Sciences,Travel_Rarely,1,Medium,3,High,10609,11,0,No,5,17,14,1,11,7,Low,2,Bad,High,Yes
1,972,Research & Development,Laboratory Technician,Male,45,Married,College,Life Sciences,Non-Travel,4,High,2,Medium,4447,12,0,No,1,9,9,7,0,8,High,5,Good,Medium,No
1,974,Sales,Sales Representative,Female,29,Married,Bachelor,Technical Degree,Travel_Frequently,20,High,1,Very High,2157,15,1,No,1,3,3,1,0,2,High,5,Better,Medium,No
1,975,Sales,Sales Executive,Female,35,Married,Bachelor,Medical,Travel_Rarely,18,High,2,High,4601,16,0,No,1,5,5,2,1,0,High,3,Better,Medium,No
1,976,Research & Development,Manager,Male,52,Married,College,Life Sciences,Travel_Rarely,1,High,4,Very High,17099,15,1,No,2,26,9,8,7,8,Very High,2,Good,Medium,No
1,977,Research & Development,Research Scientist,Male,58,Single,Bachelor,Technical Degree,Travel_Rarely,2,High,1,High,2479,12,0,No,4,7,1,0,0,0,Very High,4,Better,Low,Yes
1,981,Sales,Manager,Male,53,Divorced,College,Medical,Travel_Rarely,2,High,4,High,14852,13,1,No,6,22,17,13,15,2,High,3,Best,High,No
1,982,Sales,Sales Executive,Male,30,Divorced,College,Other,Travel_Rarely,8,High,3,High,7264,11,1,No,5,10,8,4,7,7,High,2,Best,Low,No
1,983,Sales,Sales Executive,Female,38,Single,Bachelor,Technical Degree,Non-Travel,10,High,2,Very High,5666,13,0,Yes,1,6,5,3,1,3,High,1,Better,Medium,No
1,984,Sales,Sales Executive,Male,35,Divorced,Master,Life Sciences,Travel_Rarely,3,High,3,Very High,7823,13,1,No,6,12,10,9,0,8,Very High,2,Better,Medium,No
1,985,Sales,Sales Executive,Male,39,Single,Doctor,Life Sciences,Travel_Rarely,2,Very High,3,High,7880,18,0,No,0,9,8,7,0,7,Low,3,Better,Very High,No
1,986,Sales,Sales Executive,Female,40,Single,Bachelor,Life Sciences,Non-Travel,24,Very High,4,Medium,13194,16,0,Yes,4,22,1,0,0,0,Medium,2,Good,Low,Yes
1,987,Research & Development,Manufacturing Director,Male,47,Divorced,Master,Medical,Travel_Frequently,16,Very High,2,High,5067,19,0,Yes,1,20,19,10,2,7,High,3,Best,High,No
1,990,Sales,Sales Executive,Male,36,Divorced,Master,Technical Degree,Non-Travel,8,High,2,Very High,5079,13,2,No,4,12,7,7,0,7,Low,3,Better,Very High,No
1,991,Research & Development,Research Scientist,Male,31,Single,College,Medical,Non-Travel,9,Medium,1,Low,2321,12,0,Yes,0,4,3,2,1,2,High,0,Bad,Low,Yes
1,992,Sales,Manager,Male,33,Single,Bachelor,Life Sciences,Non-Travel,17,High,4,High,17444,11,0,No,1,10,10,8,6,0,Very High,2,Better,Very High,No
1,994,Research & Development,Research Scientist,Female,29,Single,Bachelor,Life Sciences,Travel_Rarely,10,Medium,1,Low,2404,11,0,Yes,6,3,0,0,0,0,Very High,5,Better,High,Yes
1,995,Research & Development,Research Scientist,Female,33,Single,Below College,Life Sciences,Travel_Rarely,13,High,1,Very High,3452,18,0,No,3,5,3,2,0,2,Medium,4,Better,Low,No
1,996,Research & Development,Laboratory Technician,Female,45,Divorced,Master,Medical,Travel_Rarely,1,High,1,Very High,2270,14,2,No,3,8,5,3,0,2,Very High,2,Better,Very High,No
1,997,Research & Development,Research Director,Male,50,Divorced,College,Medical,Travel_Rarely,1,High,4,Very High,17399,22,1,No,9,32,5,4,1,3,Very High,1,Good,High,No
1,998,Research & Development,Healthcare Representative,Female,33,Married,Master,Other,Travel_Frequently,1,Very High,2,Medium,5488,13,1,Yes,1,6,6,5,1,2,High,2,Better,Low,No
1,999,Research & Development,Research Director,Male,41,Divorced,Bachelor,Medical,Travel_Frequently,9,High,5,High,19419,17,1,No,2,21,18,16,0,11,Low,2,Best,Medium,No
1,1001,Research & Development,Laboratory Technician,Female,27,Married,Master,Technical Degree,Travel_Rarely,16,High,1,Medium,2811,14,1,No,9,4,2,2,2,2,High,2,Better,Medium,No
1,1002,Research & Development,Laboratory Technician,Male,45,Married,College,Life Sciences,Non-Travel,23,High,2,Low,3633,15,1,Yes,1,9,9,8,0,8,Very High,2,Better,High,No
1,1003,Sales,Sales Executive,Female,47,Single,College,Life Sciences,Travel_Rarely,4,High,2,Very High,4163,17,0,Yes,1,9,9,0,0,7,Very High,0,Better,High,No
1,1004,Research & Development,Research Scientist,Female,30,Married,Bachelor,Life Sciences,Travel_Rarely,22,High,1,High,2132,11,0,Yes,4,7,5,2,0,1,Low,2,Bad,Medium,Yes
1,1005,Research & Development,Manufacturing Director,Male,50,Married,Bachelor,Life Sciences,Travel_Rarely,24,High,4,High,13973,18,1,Yes,3,22,12,11,1,5,Very High,2,Better,Very High,No
1,1006,Research & Development,Research Scientist,Male,38,Married,Below College,Medical,Travel_Frequently,10,High,1,High,2684,17,1,No,0,3,2,1,0,2,High,0,Good,Medium,No
1,1007,Research & Development,Manufacturing Director,Male,46,Divorced,College,Medical,Travel_Rarely,7,High,3,High,10845,13,1,No,6,13,8,7,0,7,Very High,3,Better,Medium,No
1,1009,Research & Development,Manufacturing Director,Female,24,Divorced,Below College,Medical,Travel_Rarely,17,Medium,2,High,4377,15,2,No,1,5,4,2,3,2,Very High,6,Better,Medium,No
1,1010,Research & Development,Laboratory Technician,Male,35,Divorced,Master,Other,Travel_Rarely,14,Medium,1,Medium,3743,11,1,Yes,1,5,4,2,0,2,High,2,Bad,Low,Yes
1,1011,Research & Development,Manufacturing Director,Female,31,Married,Below College,Life Sciences,Travel_Frequently,1,High,2,Low,4148,12,1,No,1,4,4,3,0,3,High,1,Better,High,No
1,1012,Research & Development,Research Scientist,Male,18,Single,College,Life Sciences,Non-Travel,5,High,1,Very High,1051,15,0,No,1,0,0,0,0,0,Medium,2,Better,Very High,No
1,1013,Research & Development,Manufacturing Director,Female,54,Married,Bachelor,Technical Degree,Travel_Rarely,17,High,3,High,10739,11,1,No,8,22,10,7,0,8,High,2,Better,High,No
1,1014,Research & Development,Healthcare Representative,Female,35,Divorced,Master,Medical,Travel_Rarely,25,High,3,High,10388,11,1,Yes,1,16,16,10,10,1,High,3,Good,High,No
1,1015,Research & Development,Research Director,Female,30,Married,College,Life Sciences,Travel_Rarely,8,Very High,3,Low,11416,12,3,Yes,0,9,8,7,1,7,Medium,4,Good,High,No
1,1016,Research & Development,Research Scientist,Female,20,Single,Bachelor,Medical,Travel_Rarely,11,Medium,1,Low,2600,15,0,Yes,1,1,1,0,0,0,Very High,2,Better,Low,Yes
1,1017,Research & Development,Laboratory Technician,Female,30,Single,Bachelor,Medical,Travel_Frequently,5,High,1,Medium,2422,17,0,No,0,4,3,2,1,2,Medium,3,Better,Low,Yes
1,1018,Research & Development,Manufacturing Director,Male,26,Married,College,Medical,Travel_Rarely,2,Very High,2,Very High,5472,12,0,No,1,8,8,7,1,3,Very High,2,Better,Medium,No
1,1019,Research & Development,Laboratory Technician,Male,22,Married,Below College,Life Sciences,Travel_Rarely,8,Low,1,Low,2451,15,1,No,1,4,4,3,1,1,Medium,3,Good,Low,No
1,1022,Research & Development,Healthcare Representative,Male,48,Single,Bachelor,Life Sciences,Travel_Rarely,6,Medium,2,High,4240,13,0,No,2,19,2,2,2,2,Low,0,Better,Very High,No
1,1024,Research & Development,Healthcare Representative,Male,48,Single,Master,Life Sciences,Travel_Rarely,4,Medium,3,High,10999,14,0,No,7,27,15,11,4,8,High,3,Better,Medium,No
1,1025,Research & Development,Manufacturing Director,Female,41,Single,College,Medical,Travel_Rarely,7,High,2,High,5003,14,0,No,6,8,2,2,2,1,Very High,6,Better,Medium,No
1,1026,Research & Development,Manufacturing Director,Female,39,Married,Below College,Life Sciences,Travel_Rarely,1,Medium,4,Very High,12742,16,1,No,1,21,21,6,11,8,Very High,3,Better,High,No
1,1027,Research & Development,Manufacturing Director,Female,27,Married,Master,Life Sciences,Travel_Rarely,2,High,2,Very High,4227,18,1,No,0,4,3,2,2,2,Low,2,Better,Medium,No
1,1028,Research & Development,Laboratory Technician,Male,35,Divorced,Bachelor,Other,Travel_Rarely,10,High,1,Very High,3917,20,1,No,1,3,3,2,1,2,Medium,4,Good,Low,No
1,1029,Sales,Manager,Male,42,Married,College,Marketing,Travel_Rarely,5,High,5,High,18303,13,0,No,6,21,1,0,0,0,Very High,3,Best,Medium,No
1,1030,Research & Development,Laboratory Technician,Male,50,Married,Bachelor,Life Sciences,Travel_Rarely,9,High,1,Very High,2380,18,0,No,4,8,1,0,0,0,Low,5,Better,Medium,No
1,1032,Research & Development,Manufacturing Director,Female,59,Single,Bachelor,Life Sciences,Travel_Rarely,2,Medium,4,Very High,13726,13,0,Yes,3,30,5,3,4,3,High,4,Better,Low,No
1,1033,Research & Development,Healthcare Representative,Female,37,Married,College,Medical,Travel_Rarely,11,Low,2,Medium,4777,15,0,No,5,15,1,0,0,0,Low,2,Bad,Low,Yes
1,1034,Research & Development,Healthcare Representative,Male,55,Married,Master,Medical,Travel_Frequently,18,High,2,Medium,6385,14,2,Yes,3,17,8,7,6,7,High,3,Better,Very High,No
1,1035,Research & Development,Research Director,Female,41,Divorced,Below College,Life Sciences,Non-Travel,7,Low,5,High,19973,22,2,No,1,21,21,16,5,10,Medium,3,Better,Medium,No
1,1036,Sales,Sales Executive,Male,38,Single,Master,Life Sciences,Travel_Rarely,3,High,2,Very High,6861,12,0,Yes,8,19,1,0,0,0,Medium,1,Better,High,No
1,1037,Sales,Sales Executive,Male,26,Single,College,Medical,Non-Travel,29,Low,2,Low,4969,18,0,No,8,7,2,2,2,2,Medium,6,Bad,Low,Yes
1,1038,Sales,Manager,Female,52,Married,Below College,Marketing,Travel_Rarely,2,Low,5,Very High,19845,15,1,No,1,33,32,14,6,9,Low,3,Bad,Low,Yes
1,1039,Sales,Sales Executive,Female,44,Married,Bachelor,Medical,Travel_Rarely,28,Very High,4,Very High,13320,18,1,Yes,3,23,12,11,11,11,Very High,2,Better,High,No
1,1040,Sales,Sales Executive,Female,50,Married,Bachelor,Life Sciences,Non-Travel,1,High,2,High,6347,12,1,No,0,19,18,7,0,13,Very High,3,Better,Low,No
1,1042,Research & Development,Laboratory Technician,Female,36,Single,Master,Life Sciences,Travel_Rarely,16,Very High,1,Low,2743,16,0,No,1,18,17,13,15,14,High,1,Bad,High,Yes
1,1043,Research & Development,Manufacturing Director,Female,39,Single,Bachelor,Medical,Travel_Frequently,22,High,3,Low,10880,13,0,Yes,1,21,21,6,2,8,Very High,2,Better,High,No
1,1044,Sales,Sales Representative,Female,33,Single,Below College,Life Sciences,Non-Travel,8,Medium,1,Very High,2342,19,0,No,0,3,2,2,2,2,Medium,2,Good,Very High,No
1,1045,Sales,Manager,Female,45,Married,College,Life Sciences,Travel_Rarely,11,High,4,Very High,17650,13,1,No,3,26,9,3,1,1,Very High,4,Best,Medium,No
1,1046,Research & Development,Laboratory Technician,Female,32,Single,Master,Medical,Non-Travel,29,High,1,High,4025,12,0,No,9,10,8,7,7,7,Very High,2,Better,Medium,No
1,1047,Sales,Sales Executive,Male,34,Divorced,Master,Marketing,Travel_Rarely,1,Very High,2,Very High,9725,11,1,No,0,16,15,1,0,9,Medium,2,Good,Very High,No
1,1048,Sales,Manager,Male,59,Married,College,Technical Degree,Travel_Rarely,1,High,3,Very High,11904,14,1,Yes,3,14,6,4,0,4,Medium,1,Bad,High,No
1,1049,Human Resources,Human Resources,Male,45,Single,Master,Medical,Travel_Rarely,24,High,1,Medium,2177,16,0,No,1,6,6,3,0,4,Medium,3,Better,Low,No
1,1050,Sales,Sales Executive,Female,53,Married,Bachelor,Marketing,Travel_Frequently,2,Medium,3,Medium,7525,12,1,No,2,30,15,7,6,12,High,2,Better,Low,No
1,1052,Research & Development,Laboratory Technician,Male,36,Divorced,Bachelor,Other,Travel_Rarely,15,High,2,High,4834,14,1,No,7,9,1,0,0,0,Low,3,Good,Medium,Yes
1,1053,Research & Development,Research Scientist,Male,26,Married,Bachelor,Life Sciences,Travel_Frequently,2,High,1,Low,2042,14,1,Yes,6,6,3,2,1,2,Low,2,Better,Medium,Yes
1,1055,Sales,Sales Representative,Female,34,Married,Master,Life Sciences,Travel_Rarely,10,High,1,High,2220,19,1,Yes,1,1,1,1,0,0,High,2,Better,Very High,No
1,1056,Sales,Sales Representative,Male,28,Married,Below College,Medical,Travel_Rarely,10,High,1,Medium,1052,22,0,No,1,1,1,0,0,0,Very High,5,Better,Medium,No
1,1060,Research & Development,Research Scientist,Male,38,Married,Master,Other,Travel_Frequently,3,High,1,High,2821,16,1,No,3,8,2,2,2,2,High,2,Better,Low,No
1,1061,Research & Development,Research Director,Male,50,Married,Master,Medical,Travel_Rarely,2,High,5,High,19237,11,1,Yes,2,29,8,1,7,7,Medium,2,Good,Very High,No
1,1062,Research & Development,Healthcare Representative,Female,37,Single,Bachelor,Other,Travel_Rarely,3,High,2,Medium,4107,15,0,No,3,8,4,3,0,1,Very High,3,Good,Low,No
1,1066,Sales,Sales Executive,Male,40,Married,Bachelor,Marketing,Travel_Rarely,26,High,2,Low,8396,14,1,No,1,8,7,7,7,5,High,3,Good,Medium,No
1,1068,Research & Development,Research Scientist,Female,26,Divorced,Below College,Medical,Travel_Frequently,1,Medium,1,High,2007,13,2,No,1,5,5,3,1,3,Low,5,Better,High,No
1,1069,Research & Development,Research Director,Male,46,Divorced,Master,Medical,Travel_Rarely,1,High,5,Very High,19627,17,2,No,9,23,2,2,2,2,Very High,0,Better,Very High,No
1,1070,Sales,Sales Executive,Female,54,Married,Master,Life Sciences,Travel_Rarely,2,Medium,3,High,10686,11,1,No,6,13,9,4,7,0,High,4,Better,Medium,No
1,1071,Research & Development,Research Scientist,Female,56,Married,Bachelor,Medical,Travel_Frequently,9,High,1,High,2942,19,1,No,2,18,5,4,0,3,Low,4,Better,Medium,No
1,1073,Research & Development,Manufacturing Director,Female,36,Single,Doctor,Medical,Travel_Rarely,12,Medium,3,Very High,8858,11,0,No,0,15,14,8,7,8,Very High,2,Good,Medium,No
1,1074,Research & Development,Manager,Male,55,Single,Below College,Medical,Non-Travel,2,Medium,4,Low,16756,15,0,No,7,31,9,7,6,2,High,3,Best,Medium,No
1,1076,Sales,Sales Executive,Male,43,Divorced,Bachelor,Medical,Travel_Rarely,25,Medium,3,Very High,10798,13,1,No,5,18,1,0,0,0,High,5,Better,High,No
1,1077,Sales,Sales Representative,Female,20,Single,Bachelor,Marketing,Travel_Frequently,9,High,1,Very High,2323,14,0,Yes,1,2,2,2,0,2,Very High,3,Better,Medium,Yes
1,1079,Research & Development,Laboratory Technician,Female,21,Single,Bachelor,Life Sciences,Travel_Rarely,10,Medium,1,Low,1416,13,0,No,1,1,1,0,1,0,High,6,Good,Low,Yes
1,1080,Research & Development,Research Scientist,Female,46,Divorced,Master,Life Sciences,Travel_Rarely,8,Medium,2,Low,4615,23,3,Yes,8,19,16,13,1,7,Very High,2,Better,Low,No
1,1081,Research & Development,Research Scientist,Male,51,Married,Master,Life Sciences,Travel_Rarely,4,High,1,High,2461,12,3,Yes,9,18,10,0,2,7,Low,2,Bad,High,Yes
1,1082,Research & Development,Healthcare Representative,Male,28,Single,College,Technical Degree,Non-Travel,24,Medium,3,Low,8722,12,0,No,1,10,10,7,1,9,Medium,2,Good,Low,Yes
1,1083,Research & Development,Laboratory Technician,Male,26,Married,College,Medical,Travel_Rarely,1,Medium,1,Low,3955,16,2,No,1,6,5,3,1,3,Low,2,Better,Low,No
1,1084,Research & Development,Manufacturing Director,Male,30,Married,Bachelor,Other,Travel_Rarely,20,High,2,Low,9957,15,1,No,0,7,6,2,0,2,High,1,Good,High,No
1,1085,Research & Development,Research Scientist,Female,41,Married,College,Technical Degree,Travel_Rarely,7,Very High,1,High,3376,13,0,No,1,10,10,6,0,8,Medium,3,Better,High,No
1,1088,Research & Development,Healthcare Representative,Female,38,Married,Below College,Life Sciences,Travel_Rarely,17,Medium,3,High,8823,18,1,No,0,20,19,9,1,9,High,4,Good,Low,No
1,1092,Research & Development,Healthcare Representative,Male,40,Married,Master,Technical Degree,Travel_Rarely,20,High,3,Very High,10322,20,1,No,4,14,11,10,11,1,Low,6,Better,Very High,No
1,1094,Research & Development,Laboratory Technician,Male,27,Married,Doctor,Life Sciences,Non-Travel,8,Low,1,High,4621,19,3,No,1,3,3,2,1,2,Low,4,Better,Very High,No
1,1096,Research & Development,Manufacturing Director,Male,55,Married,Below College,Life Sciences,Travel_Frequently,2,High,3,Medium,10976,18,1,No,3,23,3,2,1,2,Very High,4,Better,Medium,No
1,1097,Research & Development,Research Scientist,Female,28,Single,Bachelor,Other,Travel_Rarely,10,High,2,High,3660,13,0,No,3,10,8,7,1,7,High,4,Best,Very High,No
1,1098,Human Resources,Human Resources,Male,44,Married,College,Medical,Travel_Rarely,1,Medium,3,Low,10482,14,1,No,9,24,20,6,3,6,Medium,1,Better,Low,Yes
1,1099,Research & Development,Healthcare Representative,Male,33,Divorced,Bachelor,Life Sciences,Travel_Rarely,5,Medium,3,Very High,7119,15,1,No,4,9,3,2,1,2,Very High,2,Better,High,No
1,1100,Sales,Sales Executive,Male,35,Single,Bachelor,Technical Degree,Travel_Rarely,4,High,3,Low,9582,11,0,Yes,0,9,8,7,4,7,Very High,2,Better,Low,Yes
1,1101,Research & Development,Research Scientist,Female,33,Single,Master,Medical,Travel_Frequently,29,Medium,2,High,4508,11,0,No,1,14,13,7,3,8,Low,4,Better,Medium,Yes
1,1102,Research & Development,Laboratory Technician,Male,28,Divorced,College,Life Sciences,Travel_Rarely,15,High,1,High,2207,16,1,No,1,4,4,2,2,2,Low,5,Good,Very High,No
1,1103,Research & Development,Healthcare Representative,Male,34,Single,Below College,Life Sciences,Travel_Frequently,3,High,2,Very High,7756,17,0,No,0,7,6,2,0,4,Low,1,Good,High,No
1,1105,Sales,Sales Executive,Female,37,Divorced,Master,Life Sciences,Travel_Rarely,10,Medium,2,Very High,6694,14,3,Yes,2,8,1,0,0,0,Very High,5,Better,High,No
1,1106,Research & Development,Laboratory Technician,Male,25,Married,Below College,Technical Degree,Travel_Rarely,4,High,1,Very High,3691,15,1,Yes,1,7,7,7,5,6,Very High,3,Bad,Medium,Yes
1,1107,Research & Development,Laboratory Technician,Male,26,Divorced,Bachelor,Medical,Travel_Rarely,21,High,1,High,2377,10,1,No,1,1,1,1,0,0,Low,0,Good,Low,Yes
1,1108,Research & Development,Research Scientist,Male,33,Single,Bachelor,Medical,Travel_Rarely,25,Medium,1,Medium,2313,10,0,Yes,4,5,2,2,2,2,Low,0,Better,Medium,Yes
1,1109,Research & Development,Manager,Male,42,Married,College,Medical,Travel_Rarely,2,High,4,Low,17665,17,1,No,0,23,22,6,13,7,Very High,3,Better,Very High,No
1,1111,Research & Development,Laboratory Technician,Male,28,Divorced,Bachelor,Medical,Travel_Frequently,1,Medium,1,Medium,2596,15,2,No,1,1,1,0,0,0,Low,2,Better,Low,Yes
1,1113,Sales,Sales Executive,Male,50,Single,Master,Other,Travel_Frequently,1,High,2,High,4728,14,0,Yes,3,5,0,0,0,0,Very High,4,Bad,Low,Yes
1,1114,Sales,Sales Executive,Female,33,Married,Bachelor,Life Sciences,Travel_Frequently,7,High,2,Medium,4302,17,1,No,0,4,3,2,0,2,Very High,3,Better,High,No
1,1115,Research & Development,Research Scientist,Male,34,Married,Master,Life Sciences,Non-Travel,3,Medium,1,Very High,2979,17,3,No,3,6,0,0,0,0,High,2,Better,Very High,No
1,1116,Research & Development,Manager,Male,48,Single,Master,Medical,Non-Travel,1,Very High,4,Very High,16885,22,0,No,2,27,5,4,2,1,Low,3,Good,High,No
1,1117,Sales,Sales Executive,Female,45,Married,Master,Life Sciences,Non-Travel,9,Medium,2,High,5593,13,1,No,1,15,15,10,4,12,Medium,2,Better,Very High,No
1,1118,Research & Development,Healthcare Representative,Male,52,Single,Master,Life Sciences,Travel_Rarely,7,High,3,Medium,10445,19,0,No,7,18,8,6,4,0,Medium,4,Better,Very High,No
1,1119,Sales,Sales Executive,Male,38,Divorced,Master,Marketing,Travel_Rarely,10,Medium,3,High,8740,14,2,Yes,0,9,8,7,2,7,High,2,Better,Medium,No
1,1120,Research & Development,Research Scientist,Female,29,Divorced,Master,Life Sciences,Travel_Rarely,28,High,1,Very High,2514,22,1,No,4,11,7,5,1,7,High,1,Better,Low,No
1,1121,Research & Development,Manufacturing Director,Female,28,Divorced,Bachelor,Medical,Travel_Rarely,3,High,3,Medium,7655,17,3,No,0,10,9,7,1,7,Very High,3,Good,Medium,No
1,1124,Sales,Manager,Male,46,Married,Below College,Marketing,Travel_Rarely,3,High,4,High,17465,12,1,No,3,23,12,9,4,9,Low,3,Better,Very High,No
1,1125,Sales,Sales Executive,Male,38,Single,College,Marketing,Travel_Rarely,2,High,3,Medium,7351,16,0,No,7,10,1,0,0,0,Very High,2,Better,High,No
1,1126,Research & Development,Manufacturing Director,Female,43,Married,Bachelor,Life Sciences,Travel_Frequently,27,High,3,Low,10820,11,1,No,8,18,8,7,0,1,High,1,Better,High,No
1,1127,Research & Development,Healthcare Representative,Male,39,Divorced,Bachelor,Life Sciences,Travel_Frequently,2,High,4,Very High,12169,11,3,No,7,21,18,7,11,5,Low,4,Better,Low,Yes
1,1128,Research & Development,Research Director,Male,40,Single,Bachelor,Medical,Travel_Rarely,14,Medium,5,High,19626,14,0,No,1,21,20,7,4,9,High,2,Best,Low,No
1,1131,Research & Development,Research Scientist,Female,21,Single,Below College,Technical Degree,Travel_Rarely,1,Medium,1,Medium,2070,11,0,Yes,1,2,2,2,2,2,Very High,6,Best,High,No
1,1132,Research & Development,Laboratory Technician,Male,39,Single,Bachelor,Life Sciences,Non-Travel,9,High,2,Medium,6782,15,0,No,9,9,5,4,0,3,High,2,Good,High,No
1,1133,Research & Development,Manufacturing Director,Male,36,Single,Master,Life Sciences,Non-Travel,18,High,2,Very High,7779,20,0,No,2,18,11,9,0,9,Low,0,Better,Low,No
1,1135,Sales,Sales Representative,Male,31,Married,Bachelor,Life Sciences,Travel_Frequently,20,Very High,1,Very High,2791,12,1,No,0,3,2,2,2,2,High,4,Better,Low,No
1,1136,Research & Development,Research Scientist,Male,28,Married,Below College,Life Sciences,Travel_Rarely,2,Medium,1,Medium,3201,17,0,No,0,6,5,3,0,4,Low,2,Bad,Low,No
1,1137,Sales,Sales Executive,Male,35,Divorced,College,Marketing,Travel_Frequently,11,High,2,Very High,4968,11,1,No,1,5,5,2,0,2,Very High,3,Better,Very High,No
1,1138,Sales,Sales Executive,Male,49,Married,Master,Technical Degree,Travel_Rarely,8,Medium,4,Medium,13120,17,1,No,6,22,9,8,2,3,Very High,3,Better,Medium,No
1,1140,Research & Development,Manufacturing Director,Male,34,Single,College,Life Sciences,Travel_Frequently,2,High,2,High,4033,11,0,No,2,5,3,2,0,2,Very High,3,Good,Very High,No
1,1143,Research & Development,Research Scientist,Female,29,Divorced,Bachelor,Life Sciences,Travel_Frequently,10,High,1,Medium,3291,14,2,No,0,8,7,5,1,1,Very High,2,Good,Very High,No
1,1148,Research & Development,Laboratory Technician,Male,42,Single,Bachelor,Medical,Travel_Rarely,29,Low,2,Very High,4272,19,0,No,4,16,1,0,0,0,Medium,3,Better,Low,No
1,1150,Research & Development,Manufacturing Director,Male,29,Married,Below College,Medical,Travel_Rarely,8,Medium,2,Very High,5056,15,1,Yes,1,10,10,7,1,2,Medium,2,Good,High,No
1,1152,Human Resources,Human Resources,Male,38,Married,Bachelor,Human Resources,Travel_Rarely,1,Very High,1,High,2844,13,1,No,1,7,7,6,5,0,High,2,Best,Very High,No
1,1154,Research & Development,Research Scientist,Male,28,Divorced,Bachelor,Life Sciences,Travel_Frequently,6,Medium,1,High,2703,14,1,Yes,1,3,3,1,0,2,High,2,Better,Very High,No
1,1156,Research & Development,Laboratory Technician,Male,18,Single,Below College,Medical,Non-Travel,8,High,1,High,1904,12,0,No,1,0,0,0,0,0,High,0,Better,Low,Yes
1,1157,Sales,Sales Executive,Female,33,Single,Master,Marketing,Travel_Rarely,9,High,2,Low,8224,17,0,Yes,0,6,5,2,0,3,Low,3,Bad,Low,Yes
1,1158,Research & Development,Laboratory Technician,Male,41,Married,Master,Life Sciences,Travel_Rarely,12,High,1,Very High,4766,11,1,Yes,3,6,1,0,0,0,Medium,4,Better,Low,No
1,1160,Research & Development,Laboratory Technician,Male,31,Married,Bachelor,Medical,Travel_Frequently,15,High,1,High,2610,12,1,No,1,2,2,2,2,2,High,5,Good,High,Yes
1,1161,Research & Development,Healthcare Representative,Female,37,Divorced,College,Medical,Travel_Rarely,25,Medium,2,Very High,5731,13,2,No,7,9,6,2,1,3,High,2,Better,High,No
1,1162,Research & Development,Research Scientist,Male,27,Married,Bachelor,Life Sciences,Travel_Rarely,6,Medium,1,High,2539,13,1,No,1,4,4,2,2,2,Very High,0,Better,High,No
1,1163,Sales,Sales Executive,Female,34,Married,Below College,Life Sciences,Travel_Rarely,9,High,2,High,5714,20,0,No,1,6,6,5,1,3,Medium,3,Good,Low,No
1,1164,Human Resources,Human Resources,Male,35,Single,Master,Technical Degree,Travel_Rarely,8,High,1,High,4323,17,0,No,1,6,5,4,1,4,High,2,Bad,Medium,No
1,1165,Sales,Sales Executive,Female,29,Married,Below College,Life Sciences,Travel_Rarely,23,Medium,3,Low,7336,13,1,No,1,11,11,8,3,10,Very High,3,Bad,Low,Yes
1,1166,Research & Development,Research Director,Female,40,Single,Master,Medical,Travel_Frequently,9,High,3,High,13499,17,0,No,9,20,18,7,2,13,Medium,3,Good,High,No
1,1167,Sales,Sales Executive,Male,42,Single,Bachelor,Life Sciences,Travel_Frequently,12,High,4,Low,13758,12,0,Yes,0,22,21,9,13,14,High,2,Good,Medium,Yes
1,1171,Sales,Sales Executive,Male,42,Single,Master,Marketing,Travel_Rarely,4,High,2,Low,5155,13,0,No,7,9,6,4,1,5,Medium,3,Best,Very High,No
1,1172,Research & Development,Laboratory Technician,Male,35,Married,Master,Medical,Travel_Rarely,1,Medium,1,High,2258,12,1,No,6,10,8,0,1,7,Very High,2,Better,Medium,No
